"Entidad","Nit Entidad","Departamento Entidad","Ciudad Entidad","OrdenEntidad","Entidad Centralizada","ID del Proceso","Referencia del Proceso","PCI","ID del Portafolio","Nombre del Procedimiento","Descripción del Procedimiento","Fase","Fecha de Publicacion del Proceso","Fecha de Ultima Publicación","Fecha de Publicacion (Fase Planeacion Precalificacion)","Fecha de Publicacion (Fase Seleccion Precalificacion)","Fecha de Publicacion (Manifestacion de Interes)","Fecha de Publicacion (Fase Borrador)","Fecha de Publicacion (Fase Seleccion)","Precio Base","Modalidad de Contratacion","Justificación Modalidad de Contratación","Duracion","Unidad de Duracion","Fecha de Recepcion de Respuestas","Fecha de Apertura de Respuesta","Fecha de Apertura Efectiva","Ciudad de la Unidad de Contratación","Nombre de la Unidad de Contratación","Proveedores Invitados","Proveedores con Invitacion Directa","Visualizaciones del Procedimiento","Proveedores que Manifestaron Interes","Respuestas al Procedimiento","Respuestas Externas","Conteo de Respuestas a Ofertas","Proveedores Unicos con Respuestas","Numero de Lotes","Estado del Procedimiento","ID Estado del Procedimiento","Adjudicado","ID Adjudicacion","CodigoProveedor","Departamento Proveedor","Ciudad Proveedor","Fecha Adjudicacion","Valor Total Adjudicacion","Nombre del Adjudicador","Nombre del Proveedor Adjudicado","NIT del Proveedor Adjudicado","Codigo Principal de Categoria","Estado de Apertura del Proceso","Tipo de Contrato","Subtipo de Contrato","Categorias Adicionales","URLProceso","Codigo Entidad","Estado Resumen"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.3356608","349-2022","709543227","CO1.BDOS.3269312","PRESTACION DE SERVICIOS","PRESTAR SUS SERVICIOS COMO OPERADOR LOGÍSTICO PARA EL DESARROLLO DE LA JORNADA DE TRANSFORMACIÓN CULTURAL Y PREVENCIÓN DEL RIESGO PSICOSOCIAL DIRIGIDA A LOS SERVIDORES PÚBLICOS DE LA EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E, EN CUMPLIMIENTO A LAS ACTIVIDADES ESTABLECIDAS EN EL PLAN DE BIENESTAR SOCIAL E INCENTIVOS VIGENCIA 2022","Presentación de oferta","09/13/2022","09/13/2022",,,,,"09/13/2022","$42,000,000","Contratación régimen especial","Regla aplicable","8","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.81141601","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3271912","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.7876289","144-2025","709543227","CO1.BDOS.7738889","SUMINISTROS","El contratista se obliga al suministro de los medicamentos  en las cantidades establecidas en el  anexo 1, el cual hace parte integral del contrato. Para la ESE Pasto Salud. Lo anterior de conformidad con lo establecido en el pedido de cotización No. 5803404  ID proveedor 65683, materializado por el reporte de ítems emitido del 20 de febrero de 2025, a través de la plataforma electrónica de Bionexo Colombia SAS, los estudios previos SIS GJ 092-EPC consecutivo No. 140 del 07 de febrero  de 202551","Presentación de oferta","03/03/2025","03/03/2025",,,,,"03/03/2025","$8,089,400","Contratación régimen especial","Regla aplicable","62","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.51141702","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7753819","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.7191950","1020-2024","709543227","CO1.BDOS.7057369","PRESTACIÓN DE SERVICIOS","Contratar la prestación de servicios profesionales EN PSICOLOGIA   con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud","Presentación de oferta","11/19/2024","11/19/2024",,,,,"11/19/2024","$9,500,000","Contratación régimen especial","Regla aplicable","45","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7071222","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9253039","1157-2025","709543227","CO1.BDOS.9088247","CONTRATO DE PRESTACION DE SERVICIOS","Contratar la prestación de servicios como GESTOR COMUNITARIO EN PROCESO DE FORMACION COMO AUXILIAR PROMOTOR DE SALUD con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comuni","Presentación de oferta","11/12/2025","11/12/2025",,,,,"11/12/2025","$4,000,000","Contratación régimen especial","Regla aplicable","50","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9114001","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.8063031","191-2025","709543227","CO1.BDOS.7923280","PRESTACION DE SERVCIOS","El contratista se obliga para con el contratante, a prestar los servicios de revisoría fiscal de la Empresa Social del Estado Pasto Salud ESE","Presentación de oferta","04/02/2025","04/02/2025",,,,,"04/02/2025","$39,393,000","Contratación régimen especial","Regla aplicable","9","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7940379","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.8064734","192-2025","709543227","CO1.BDOS.7924937","PRESTACION DE SERVICIOS - ALBA DENIS ARGOTY SANTACRUZ","Contratar la prestación de servicios profesionales EN ENFERMERIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la estrategia de Atención...","Presentación de oferta","04/03/2025","04/03/2025",,,,,"04/03/2025","$12,000,000","Contratación régimen especial","Regla aplicable","2","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7942224","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9844719","0231-2026","709543227","CO1.BDOS.9676924","CONTRATO DE PRESTACIÓN DE SERVICIOS","No definido","Presentación de oferta","01/22/2026","01/22/2026",,,,,"01/22/2026","$6,300,000","Contratación régimen especial","Regla aplicable","1","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9696979","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.7090332","959-2024","709543227","CO1.BDOS.6958410","PRESTACIÓN DE SERVICIOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud ...","Presentación de oferta","10/29/2024","10/29/2024",,,,,"10/29/2024","$7,100,000","Contratación régimen especial","Regla aplicable","65","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6969326","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.8073560","201-2025","709543227","CO1.BDOS.7933744","PRESTACIÓN DE SERVICIOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la estrategia de Atención Prima","Presentación de oferta","04/04/2025","04/04/2025",,,,,"04/04/2025","$6,000,000","Contratación régimen especial","Regla aplicable","59","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7951269","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9557817","0057-2026","709543227","CO1.BDOS.9389969","PRESTACION DE SERVICIOS","Contratar la prestación de servicios profesionales en ENFERMERIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la es","Presentación de oferta","01/07/2026","01/07/2026",,,,,"01/07/2026","$18,900,000","Contratación régimen especial","Regla aplicable","88","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9404790","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.4628370","240-2023","709543227","CO1.BDOS.4524789","DIEGO ARMANDO BENAVIDES PRESTACION DE SERVICIOS","El contratista se compromete para con la Empresa Social del Estado PASTO SALUD ESE a prestar sus servicios como Licenciado en artes con experiencia en producción audiovisual para apoyar las actividades del componente  transversal del proceso de comunicación y las actividades del componente transversal del proceso de Comunicación y las actividades en cada una de las problemáticas en salud, según anexo técnico de esta vigencia, para dar cumplimiento al Contrato Interadministrativo No.20231729.","Presentación de oferta","06/06/2023","06/06/2023",,,,,"06/06/2023","$22,896,900","Contratación régimen especial","Regla aplicable","206","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4530989","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9942524","291-2026","709543227","CO1.BDOS.9773939","CONTRATO DE PRESTACIÓN DE SERVICIOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERÍA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud","Fase de ofertas","01/26/2026","01/26/2026",,,,,"01/26/2026","$9,450,000","Contratación régimen especial","Regla aplicable","3","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9792541","709,543,227","Fase de ofertas"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.4662179","255-2023","709543227","CO1.BDOS.4558748","SUMINISTRO","El contratista se obliga al suministro de los medicamentos  en las cantidades establecidas en el  anexo 1, el cual hace parte integral del contrato. Para la ESE Pasto Salud.","Presentación de oferta","06/13/2023","06/13/2023",,,,,"06/13/2023","$31,758,900","Contratación régimen especial","Regla aplicable","85","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.51101576","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4564352","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6753841","564-2024","709543227","CO1.BDOS.6626570","PRESTACION DE SERVICIOS","El contratista se compromete para con la Empresa Social del Estado PASTO SALUD ESE a prestar sus servicios como Diseñador Gráfico para apoyar las actividades establecidas en el eje Transversal, relacionadas con la ejecución de una (1) estrategia de comunicación popular que respondan a los procesos educativos y comunicativos del Plan de Salud Pública de Intervenciones Colectivas, para fortalecer los entornos: comunitario, educativo e institucional, de acuerdo a las necesidades sociales identifica","Presentación de oferta","08/30/2024","08/30/2024",,,,,"08/30/2024","$12,960,000","Contratación régimen especial","Regla aplicable","93","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6635125","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6813838","613-2024","709543227","CO1.BDOS.6686318","PRESTACION DE SERVICIOS","Prestar el servicio de la revisión técnico mecánica y de gases y expedición de los certificados correspondientes para los vehículos del parque automotor de la Empresa Social del Estado Pasto Salud E.S.E","Presentación de oferta","09/10/2024","09/10/2024",,,,,"09/10/2024","$3,872,300","Contratación régimen especial","Regla aplicable","113","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.78181507","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6695673","709,543,227","Presentación de oferta"
